name,ra,dec,major,minor,angle
FL16Y J1739.5-3017,264.8767,-30.2928,0.0698,0.0614,-42.16
FL16Y J1739.5-2836,264.8974,-28.6076,0.0646,0.0541,-37.46
FL16Y J1739.5-3042,264.8991,-30.7148,0.0854,0.0724,56.04
FL16Y J1739.9-4507,264.9987,-45.1212,0.1247,0.0819,57.02
FL16Y J1740.0+4737,265.0105,47.6305,0.0255,0.0238,-59.44
FL16Y J1740.1-1932,265.027,-19.5378,0.0741,0.0593,74.58
FL16Y J1740.3-3057,265.0893,-30.963,0.0752,0.0562,47.61
FL16Y J1740.5-2853,265.1252,-28.8861,0.0545,0.0462,-15.47
FL16Y J1740.5+1005,265.1414,10.0927,0.4853,0.285,69.99
FL16Y J1740.6-2808,265.1521,-28.1499,0.1103,0.0943,46.66
FL16Y J1740.6+5211,265.1524,52.1959,0.0161,0.0157,-7.32
FL16Y J1740.6-2637,265.1633,-26.63,0.0642,0.0546,13.66
FL16Y J1740.6-3226,265.1664,-32.4421,0.2656,0.1784,79.48
FL16Y J1740.6+5346,265.168,53.7729,0.0222,0.021,-22.62
FL16Y J1740.7-2558,265.1789,-25.9792,0.1255,0.0819,-11.57
FL16Y J1740.7-3426,265.1875,-34.4406,0.0947,0.0592,18.18
FL16Y J1740.8-5341,265.205,-53.6845,0.1009,0.0784,-66.98
FL16Y J1740.8-2345,265.2089,-23.7635,0.1419,0.124,7.96
FL16Y J1740.8-6754,265.217,-67.9099,0.1109,0.08,-8.09
FL16Y J1741.1-1617,265.2929,-16.2982,0.0786,0.0663,-64.78
FL16Y J1741.3-3330,265.3489,-33.5088,0.0716,0.0633,-2.21
FL16Y J1741.4+5739,265.3651,57.6558,0.0557,0.0481,52.83
FL16Y J1741.5+1353,265.3839,13.8856,0.0339,0.0312,-65.67
FL16Y J1741.5-3119,265.3842,-31.3182,0.0776,0.0656,26.09
FL16Y J1741.5-2730,265.3882,-27.507,0.078,0.0684,58.12
FL16Y J1741.5-3050,265.3919,-30.8389,0.0778,0.0593,-0.41
FL16Y J1741.5+7224,265.3921,72.4087,0.0426,0.0387,-77.46
FL16Y J1741.6-3917e,265.409,-39.296,,,
FL16Y J1741.8+2554,265.4664,25.9082,0.0609,0.055,33.58
FL16Y J1741.8-2537,265.4673,-25.6192,0.0316,0.0298,-30.14
FL16Y J1741.9-2054,265.481,-20.9029,0.014,0.0136,-66.94
FL16Y J1742.1-1821,265.5295,-18.35,0.1119,0.1068,47.3
FL16Y J1742.2-1514,265.5506,-15.2451,0.0515,0.0441,-73.39
FL16Y J1742.3-3319,265.5853,-33.3228,0.0396,0.0382,86.21
FL16Y J1742.4+5944,265.6137,59.7492,0.0259,0.0242,85.0
FL16Y J1742.7-2835,265.6813,-28.5894,0.0936,0.058,-14.2
FL16Y J1742.7-3150,265.6923,-31.8457,0.1116,0.0778,-35.03
FL16Y J1743.0-3051,265.7652,-30.8643,0.1908,0.0984,48.1
FL16Y J1743.1-2245,265.7894,-22.7504,0.0683,0.0559,81.63
FL16Y J1743.3-3402,265.8356,-34.0365,0.1449,0.1023,48.73
FL16Y J1743.3-2408,265.8389,-24.1485,0.0891,0.0797,43.49
FL16Y J1743.3-3122,265.8465,-31.3808,0.0786,0.0541,7.41
FL16Y J1743.6-3341,265.9072,-33.6855,0.083,0.053,-24.84
FL16Y J1743.7-3552,265.9348,-35.8769,0.1113,0.0717,75.84
FL16Y J1743.8+3747,265.9567,37.7937,0.0886,0.0732,-63.07
FL16Y J1743.8-3310,265.9652,-33.1727,0.1028,0.0836,54.13
FL16Y J1743.9-7619,265.9758,-76.3226,0.0148,0.0144,-68.95
FL16Y J1743.9-2505,265.984,-25.0989,0.0961,0.0732,-45.29
FL16Y J1743.9-3144,265.9873,-31.7392,0.0721,0.052,66.25
FL16Y J1744.0-4324,266.0013,-43.4135,0.0521,0.0425,-36.61
FL16Y J1744.0-0351,266.004,-3.8638,0.0717,0.06,-52.27
FL16Y J1744.0+1935,266.01,19.5881,0.0181,0.0166,-45.69
FL16Y J1744.0-1819,266.0176,-18.3313,0.0943,0.0706,37.34
FL16Y J1744.0-1310,266.019,-13.1829,0.036,0.0354,-22.31
FL16Y J1744.1+4635,266.0336,46.5972,0.0448,0.0402,60.72
FL16Y J1744.4+1851,266.1041,18.8622,0.0394,0.0321,4.2
FL16Y J1744.4-1135,266.1195,-11.586,0.0172,0.0169,89.1
FL16Y J1744.5-2610,266.1292,-26.1797,0.0761,0.0533,-1.64
FL16Y J1744.6-5714,266.1561,-57.2411,0.0259,0.0227,14.91
FL16Y J1744.7-2904,266.1851,-29.0695,0.0551,0.0383,-62.5
FL16Y J1744.7-1556,266.1906,-15.9348,0.0421,0.0404,22.11
FL16Y J1744.7+5541,266.2,55.6901,0.064,0.0603,15.48
FL16Y J1744.9-2153,266.2456,-21.8894,0.1176,0.0707,24.44
FL16Y J1744.9-1727,266.2466,-17.4544,0.0155,0.0147,-9.63
FL16Y J1745.1-1953,266.2786,-19.8856,0.0714,0.066,44.75
FL16Y J1745.1-3323,266.2798,-33.3844,0.0907,0.0774,29.04
FL16Y J1745.3-2317,266.3411,-23.2924,0.1325,0.1171,54.0
FL16Y J1745.4-0753,266.36,-7.8954,0.0159,0.0143,52.67
FL16Y J1745.4+4059,266.3628,40.9905,0.0632,0.0502,-44.87
FL16Y J1745.5-3147,266.3911,-31.7926,0.0891,0.0662,48.48
FL16Y J1745.5+1017,266.3945,10.2913,0.0253,0.0245,-52.46
FL16Y J1745.6-2900,266.4108,-29.0045,0.01,0.0098,5.88
FL16Y J1745.6-3624,266.4123,-36.4021,0.0667,0.057,23.34
FL16Y J1745.6+3950,266.4168,39.8441,0.029,0.0264,13.13
FL16Y J1745.7+1720,266.4302,17.3393,0.1119,0.0904,-74.5
FL16Y J1745.8-3028e,266.453,-30.475,,,
FL16Y J1745.8-2504,266.4534,-25.0702,0.1037,0.084,71.37
FL16Y J1745.9-3124,266.479,-31.4072,0.1118,0.0934,-41.79
FL16Y J1745.9-3343,266.4864,-33.7222,0.0849,0.0637,54.45
FL16Y J1746.2-2851,266.5727,-28.8624,0.0192,0.0185,-64.39
FL16Y J1746.3-2019,266.591,-20.3171,0.1093,0.0899,-8.88
FL16Y J1746.4-2541,266.6159,-25.6919,0.0829,0.0772,32.43
FL16Y J1746.7-3544,266.6848,-35.7483,0.1115,0.0995,72.13
FL16Y J1746.8-3239,266.7131,-32.6602,0.0196,0.0187,-34.42
FL16Y J1746.8-5235,266.7133,-52.5931,0.0528,0.0485,-25.62
FL16Y J1747.0-3505,266.7554,-35.0897,0.0495,0.0464,57.97
FL16Y J1747.0-5453,266.7697,-54.8913,0.0592,0.0471,64.16
FL16Y J1747.1+2322,266.787,23.3821,0.1932,0.1849,55.54
FL16Y J1747.1+4938,266.7943,49.6483,0.069,0.0483,-39.89
FL16Y J1747.2-4057,266.8128,-40.957,0.0889,0.0637,86.29
FL16Y J1747.3-2958,266.8266,-29.974,0.0153,0.0149,87.56
FL16Y J1747.3-5310,266.8328,-53.1688,0.0655,0.0493,36.67
FL16Y J1747.4+4659,266.8534,46.9983,0.0514,0.0476,66.46
FL16Y J1747.4+2759,266.8591,27.9847,0.0783,0.0734,67.57
FL16Y J1747.5+0325,266.8908,3.4216,0.0379,0.0339,-71.82
FL16Y J1747.7-1831,266.9288,-18.5177,0.1806,0.1307,14.58
FL16Y J1747.7+7102,266.9307,71.0445,0.1495,0.1313,-83.88
FL16Y J1747.7-4211,266.9463,-42.1841,0.0771,0.0668,84.19
FL16Y J1747.8-0316,266.9555,-3.2685,0.0468,0.0394,-9.73
FL16Y J1747.8-3224,266.9746,-32.4134,0.0845,0.0747,-20.13
FL16Y J1747.9-4037,266.9785,-40.6176,0.0349,0.0314,-71.26
FL16Y J1747.9-2142,266.9851,-21.703,0.1309,0.094,48.54
FL16Y J1748.0-2446,267.0148,-24.7811,0.0139,0.0138,0.39
FL16Y J1748.1-3350,267.0286,-33.8401,0.164,0.1312,-2.37
FL16Y J1748.1+3404,267.0312,34.0676,0.0352,0.0313,73.61
FL16Y J1748.1-1942,267.038,-19.7071,0.0796,0.0629,70.63
FL16Y J1748.2+2704,267.062,27.0684,0.0376,0.0345,46.87
FL16Y J1748.3-1655,267.0784,-16.9301,0.1573,0.1269,7.63
FL16Y J1748.3-2905,267.0837,-29.0867,0.041,0.0346,-35.94
FL16Y J1748.5+7005,267.1492,70.0952,0.0098,0.0094,-59.2
FL16Y J1748.5-0854,267.15,-8.9012,0.037,0.0335,-77.11
FL16Y J1748.7+1601,267.186,16.0275,0.1251,0.1158,16.92
FL16Y J1748.8-2021,267.2169,-20.3661,0.0378,0.0338,74.8
FL16Y J1748.9-3916,267.2375,-39.2798,0.0632,0.0528,-20.57
FL16Y J1749.0+4321,267.2625,43.3625,0.0174,0.0169,-42.53
FL16Y J1749.2-2748,267.3008,-27.8132,0.0577,0.0476,52.48
FL16Y J1749.5-2328,267.3872,-23.4699,0.1594,0.1558,54.85
FL16Y J1749.6+4717,267.4178,47.2983,0.0454,0.0409,-22.01
FL16Y J1749.7-3143,267.4416,-31.7241,0.1001,0.0738,46.33
FL16Y J1749.9-0302,267.4844,-3.0355,0.0418,0.0358,-63.07
FL16Y J1750.2-3848,267.5557,-38.8035,0.0978,0.0775,51.21
FL16Y J1750.2-3703,267.5572,-37.053,0.0233,0.0227,-78.07
FL16Y J1750.2-0645,267.5747,-6.7525,0.0614,0.0457,-52.57
FL16Y J1750.3-1722,267.5876,-17.3792,0.0858,0.0762,23.18
FL16Y J1750.4-3304,267.6035,-33.0686,0.202,0.0958,46.38
FL16Y J1750.5-3025,267.6351,-30.4183,0.088,0.0773,-77.26
FL16Y J1750.6-3116,267.6505,-31.2784,0.0878,0.0797,89.67
FL16Y J1750.6-1905,267.6557,-19.0967,0.0856,0.073,3.95
FL16Y J1750.7-4408,267.6927,-44.143,0.0653,0.0533,-9.1
FL16Y J1750.7-3357,267.6955,-33.9501,0.1354,0.1268,84.52
FL16Y J1751.1-1247,267.7756,-12.7965,0.1769,0.1015,-49.82
FL16Y J1751.2+0110,267.8143,1.1774,0.3134,0.2505,6.29
FL16Y J1751.3+4349,267.8418,43.8329,0.0946,0.0877,52.62
FL16Y J1751.5+2921,267.8838,29.3564,0.072,0.063,64.2
FL16Y J1751.5+0938,267.8893,9.6461,0.0117,0.0113,-43.52
FL16Y J1751.6-1750,267.9021,-17.8436,0.065,0.0612,76.91
FL16Y J1751.7-3002,267.9402,-30.0479,0.1378,0.117,-33.04
FL16Y J1751.9-2059,267.9925,-20.9995,0.2138,0.1422,-76.1
FL16Y J1752.0+3606,268.0187,36.1163,0.0398,0.0335,40.83
FL16Y J1752.2+4530,268.0552,45.5064,0.0912,0.065,29.59
FL16Y J1752.5-0751,268.143,-7.8632,0.2105,0.189,24.25
FL16Y J1752.6-1009,268.1518,-10.1503,0.1419,0.1125,19.34
FL16Y J1752.6-3132,268.1668,-31.5349,0.084,0.0626,48.04
FL16Y J1752.8-4449,268.2089,-44.8313,0.0349,0.0317,88.12
FL16Y J1752.8-2918,268.211,-29.3155,0.0727,0.0615,-62.59
FL16Y J1752.8-3441,268.2183,-34.6907,0.2049,0.1226,12.63
FL16Y J1752.8-3813,268.2229,-38.2268,0.1259,0.0712,-49.4
FL16Y J1753.0-2847,268.2721,-28.7928,0.1396,0.0924,-22.02
FL16Y J1753.1-3043,268.2898,-30.7202,0.1397,0.0763,-34.11
FL16Y J1753.5-5912,268.38,-59.2149,0.0579,0.0469,9.64
FL16Y J1753.5-5013,268.3984,-50.2179,0.0763,0.0672,-30.43
FL16Y J1753.7+2846,268.4262,28.7749,0.0524,0.0444,-70.13
FL16Y J1753.8-2538,268.4689,-25.6456,0.0178,0.0169,-39.28
FL16Y J1754.1+2444,268.534,24.7403,0.0422,0.0329,70.97
FL16Y J1754.2-3321,268.5527,-33.3529,0.0606,0.0568,82.43
FL16Y J1754.2+3212,268.5529,32.2077,0.0127,0.0122,-25.44
FL16Y J1754.2-4333,268.5549,-43.5659,0.031,0.0288,74.61
FL16Y J1754.3-4443,268.578,-44.7278,0.0483,0.0449,0.65
FL16Y J1754.3-3722,268.5813,-37.3707,0.1097,0.0762,-10.46
FL16Y J1754.3-6424,268.5912,-64.4048,0.0426,0.0384,-86.37
FL16Y J1754.5-2932,268.6307,-29.5425,0.0584,0.0504,-60.76
FL16Y J1754.8-3159,268.7022,-31.9852,0.1029,0.0702,-84.81
FL16Y J1754.8+3443,268.7233,34.7306,0.1077,0.0805,-60.46
FL16Y J1755.3-2550,268.8414,-25.8465,0.0769,0.068,-27.26
FL16Y J1755.4-3935,268.8714,-39.59,0.1148,0.0923,31.74
FL16Y J1755.7+0242,268.9474,2.7158,0.2317,0.1559,-47.69
FL16Y J1755.8-3242,268.9546,-32.7041,0.2108,0.1427,-18.23
FL16Y J1755.8-4013,268.9622,-40.2277,0.1119,0.0778,44.46
FL16Y J1755.9+0952,268.9907,9.8814,0.0508,0.0457,75.13
FL16Y J1756.2+5522,269.0677,55.3735,0.019,0.0171,88.49
FL16Y J1756.3-2514,269.0752,-25.2397,0.1193,0.1071,-16.74
FL16Y J1756.6-2355,269.1679,-23.9306,0.0868,0.0575,-83.87
FL16Y J1756.6+1554,269.1698,15.9053,0.0554,0.0505,-52.21
FL16Y J1756.9+1532,269.2481,15.5499,0.063,0.053,-40.41
FL16Y J1757.0+7033,269.2602,70.554,0.0241,0.023,29.43
FL16Y J1757.0-3554,269.2644,-35.902,0.0711,0.0617,48.2
FL16Y J1757.1-3219,269.2804,-32.3229,0.1403,0.0976,88.71
FL16Y J1757.4-1930,269.3508,-19.5034,0.1648,0.1186,-75.59
FL16Y J1757.4-4204,269.3579,-42.0796,0.2452,0.1795,19.81
FL16Y J1757.4-3125,269.3651,-31.4331,0.0677,0.0538,-65.07
FL16Y J1757.5-2850,269.382,-28.8334,0.0983,0.0612,-67.64
FL16Y J1757.5-2416,269.3902,-24.269,0.1202,0.0835,99.22
FL16Y J1757.6-2338,269.4036,-23.6387,0.0975,0.0562,85.57
FL16Y J1757.6+6534,269.4044,65.568,0.1006,0.0715,-88.42
FL16Y J1757.6-2539,269.4162,-25.6636,0.0878,0.0657,2.69
FL16Y J1757.7-1804,269.4284,-18.067,0.7327,0.2403,-48.69
FL16Y J1757.7-6032,269.4434,-60.5415,0.0251,0.0232,23.32
FL16Y J1757.9-2727,269.4883,-27.4523,0.1506,0.112,-18.08
FL16Y J1758.0-2952,269.5084,-29.8818,0.0914,0.0856,35.87
FL16Y J1758.3+1430,269.5896,14.501,0.0552,0.0464,29.56
FL16Y J1758.3-3028,269.5907,-30.482,0.0431,0.0379,-30.68
FL16Y J1758.5-2404,269.6414,-24.0791,0.0407,0.0327,-84.22
FL16Y J1758.7-1621,269.6891,-16.3624,0.0922,0.0779,48.34
FL16Y J1758.7-2327,269.6954,-23.4587,0.0502,0.041,45.18
FL16Y J1758.8-4108,269.7112,-41.1487,0.0292,0.0277,-82.55
FL16Y J1758.8-1655,269.7216,-16.9226,0.0951,0.0899,-4.7
FL16Y J1759.1-3848,269.7829,-38.8106,0.0327,0.0318,-86.79
FL16Y J1759.1-4822,269.7872,-48.373,0.0377,0.0353,-37.43
FL16Y J1759.2-0054,269.8145,-0.9041,0.3454,0.3083,56.52
FL16Y J1759.4-2352,269.866,-23.8733,0.0487,0.0395,-59.79
FL16Y J1759.5-0241,269.8786,-2.6996,0.1656,0.1302,44.85
FL16Y J1759.5-3103,269.8817,-31.0507,0.0909,0.086,77.35
FL16Y J1759.7-2141,269.9315,-21.6961,0.0434,0.0365,37.94
FL16Y J1759.7-2801,269.9497,-28.0192,0.181,0.134,-20.37
FL16Y J1759.9-2952,269.9977,-29.8759,0.1224,0.0993,-83.64
FL16Y J1800.0+7037,270.0009,70.6241,0.0255,0.0238,26.08
FL16Y J1800.0-1246,270.0085,-12.7669,0.1004,0.0724,20.5
FL16Y J1800.0-2416,270.0232,-24.2754,0.0622,0.0499,-57.65
FL16Y J1800.1+2811,270.0375,28.1905,0.0405,0.03,57.15
FL16Y J1800.2-2403,270.0606,-24.0579,0.0704,0.0496,-81.99
FL16Y J1800.2-0325,270.0651,-3.4237,0.0857,0.0715,-13.89
FL16Y J1800.3-5237,270.0803,-52.624,0.0777,0.0551,69.91
FL16Y J1800.6-2909,270.1702,-29.1636,0.1212,0.0792,-25.16
FL16Y J1800.6-2354,270.1705,-23.9147,0.0359,0.0274,-39.12
FL16Y J1800.7+7828,270.1808,78.4675,0.0093,0.0093,9.13
FL16Y J1800.9-2408,270.2325,-24.1365,0.0421,0.0388,-3.42
FL16Y J1801.1-3401,270.2869,-34.0277,0.0727,0.0666,-20.85
FL16Y J1801.1-2627,270.2973,-26.462,0.0546,0.045,16.66
FL16Y J1801.2-2451,270.3162,-24.8602,0.0519,0.0422,-52.27
FL16Y J1801.2+0553,270.323,5.8959,0.0808,0.0713,-84.47
FL16Y J1801.3-2326e,270.34,-23.44,,,
FL16Y J1801.3-2800,270.3465,-28.0029,0.0985,0.0802,31.58
FL16Y J1801.4-4308,270.3612,-43.1334,0.1098,0.0837,88.33
FL16Y J1801.5+4404,270.3932,44.0725,0.0172,0.017,-12.24
FL16Y J1801.6-3739,270.4032,-37.654,0.1006,0.0875,74.73
FL16Y J1801.6-2326,270.4157,-23.4385,0.0349,0.0258,-34.56
FL16Y J1801.7-1421,270.4343,-14.3582,0.2091,0.1351,-81.32
FL16Y J1801.7+2950,270.4373,29.8475,0.0526,0.0473,21.65
FL16Y J1801.7+2124,270.4394,21.402,0.1024,0.0959,-88.25
FL16Y J1801.8-2358,270.4639,-23.9736,0.0485,0.0355,-9.79
FL16Y J1801.9-0856,270.4862,-8.9444,0.1071,0.0828,-22.75
FL16Y J1802.2-2651,270.5658,-26.8563,0.0936,0.087,-53.71
FL16Y J1802.3-3042,270.5993,-30.7075,0.036,0.0329,-41.24
FL16Y J1802.5+3633,270.6315,36.5666,0.0809,0.075,-76.54
FL16Y J1802.6-3940,270.672,-39.669,0.0153,0.0149,43.73
FL16Y J1802.7-2720,270.6879,-27.3337,0.0891,0.0599,-62.87
FL16Y J1802.8-4718,270.7072,-47.3048,0.0813,0.0701,42.0
FL16Y J1803.1-6707,270.7812,-67.1277,0.0273,0.0249,5.87
FL16Y J1803.1-2148,270.7821,-21.8091,0.0155,0.015,-75.8
FL16Y J1803.1+1400,270.7831,14.005,0.0693,0.0598,-45.76
FL16Y J1803.3-6510,270.8429,-65.1695,0.0936,0.0823,-5.71
FL16Y J1803.5-3206,270.8986,-32.1123,0.1054,0.0731,-83.64
FL16Y J1803.6+2755,270.9109,27.9243,0.0536,0.0504,-73.74
FL16Y J1803.6-4741,270.9167,-47.6909,0.0725,0.0526,4.67
FL16Y J1803.6+2425,270.9184,24.4286,0.1084,0.0936,-10.43
FL16Y J1804.1-2902,271.0453,-29.0404,0.099,0.0887,45.86
FL16Y J1804.5-0852,271.1266,-8.872,0.0397,0.0329,-3.47
FL16Y J1804.5+5249,271.1324,52.8289,0.081,0.0535,66.17
FL16Y J1804.7-1712,271.1783,-17.2131,0.1515,0.1238,3.5
FL16Y J1804.7-1747,271.189,-17.7929,0.1227,0.101,-66.18
FL16Y J1804.7-2144e,271.191,-21.735,,,
FL16Y J1804.8-1111,271.2025,-11.1899,0.0668,0.0545,83.6
FL16Y J1805.0-3050,271.2589,-30.8425,0.0884,0.0821,-69.46
FL16Y J1805.1-2735,271.2805,-27.5932,0.1664,0.1088,-37.82
FL16Y J1805.1-3618,271.2917,-36.3028,0.0341,0.0326,11.07
FL16Y J1805.1-2955,271.2959,-29.9266,0.1994,0.1432,-9.44
FL16Y J1805.2+6145,271.3046,61.7523,0.244,0.2145,-64.88
FL16Y J1805.6-2136e,271.4083,-21.6117,,,
FL16Y J1805.6+3403,271.4186,34.0524,0.0494,0.0477,57.02
FL16Y J1805.7+0615,271.4326,6.2564,0.0322,0.0296,-36.12
FL16Y J1805.9-1549,271.4947,-15.8176,0.1486,0.122,-80.28
FL16Y J1806.2-2126,271.5521,-21.4378,0.0266,0.0238,61.18
FL16Y J1806.2-0748,271.5547,-7.8079,0.0741,0.07,-75.63
FL16Y J1806.4-3344,271.6159,-33.744,0.089,0.0678,3.97
FL16Y J1806.5+5344,271.6394,53.7391,0.0614,0.0564,30.62
FL16Y J1806.8+6949,271.7153,69.8256,0.0118,0.0115,-45.96
FL16Y J1806.9-2455,271.7293,-24.9251,0.1052,0.0891,-71.06
FL16Y J1806.9-2825,271.7493,-28.4261,0.0632,0.0537,-23.71
FL16Y J1807.1+2818,271.7933,28.3085,0.1252,0.0657,69.92
FL16Y J1807.4+6429,271.8532,64.4889,0.0447,0.0298,-63.47
FL16Y J1807.8-4343,271.9641,-43.7277,0.0542,0.0465,-49.02
FL16Y J1807.8-1234,271.9664,-12.567,0.142,0.1182,88.06
FL16Y J1807.9-2735,271.9912,-27.5897,0.1047,0.0921,80.15
FL16Y J1808.0+4651,272.0103,46.851,0.0303,0.0299,-53.88
FL16Y J1808.1-3002,272.0259,-30.0364,0.1733,0.105,-80.24
FL16Y J1808.1-5013,272.0341,-50.2253,0.0506,0.0444,6.53
FL16Y J1808.2-2028e,272.05,-20.48,,,
FL16Y J1808.2-6414,272.0583,-64.2356,0.0702,0.0482,-37.65
FL16Y J1808.2+3501,272.0674,35.0244,0.0219,0.0219,0.97
FL16Y J1808.2-4519,272.0696,-45.3263,0.0939,0.0612,-54.98
FL16Y J1808.2-8037,272.0742,-80.6272,0.0866,0.0623,77.94
FL16Y J1808.3-1053,272.0877,-10.8879,0.1464,0.1098,-86.99
FL16Y J1808.4-3359,272.1035,-33.993,0.0343,0.0326,47.04
FL16Y J1808.4-0109,272.1151,-1.1564,0.4509,0.3441,-53.47
FL16Y J1808.4-3522,272.1241,-35.3694,0.0593,0.0528,15.14
FL16Y J1808.5-3700,272.1294,-37.0069,0.0487,0.0427,53.9
FL16Y J1808.8+3521,272.2041,35.3536,0.058,0.0563,32.55
FL16Y J1808.8+2419,272.2221,24.3276,0.0581,0.0375,-78.19
FL16Y J1808.9+5909,272.2482,59.1504,0.0427,0.0369,40.45
FL16Y J1809.2-2726,272.3112,-27.44,0.0993,0.0938,19.94
FL16Y J1809.3-1409,272.3407,-14.1521,0.1044,0.0788,78.98
FL16Y J1809.3+2041,272.3492,20.6927,0.0258,0.0236,-26.96
FL16Y J1809.4-2855,272.3556,-28.921,0.1392,0.0984,83.9
FL16Y J1809.5-2443,272.3967,-24.7299,0.0647,0.0492,82.29
FL16Y J1809.7+2909,272.4498,29.1632,0.016,0.0155,-85.98
FL16Y J1809.8-2332,272.4596,-23.5417,0.009,0.0089,85.43
FL16Y J1809.8-2407,272.463,-24.1333,0.0875,0.0586,-31.63
FL16Y J1809.8-2815,272.4721,-28.2568,0.1119,0.089,21.6
FL16Y J1810.0-4550,272.503,-45.8435,0.0495,0.0454,-17.91
FL16Y J1810.1+2156,272.5343,21.9403,0.0379,0.0367,53.44
FL16Y J1810.2-1135,272.5608,-11.5877,0.1135,0.0957,-67.57
FL16Y J1810.3-1925e,272.59,-19.43,,,
FL16Y J1810.3+1331,272.5973,13.5252,0.0632,0.0535,15.1
FL16Y J1810.5+1700,272.6323,17.0149,0.19,0.1324,-78.71
FL16Y J1810.5-0946,272.6424,-9.7694,0.1149,0.0957,-69.18
FL16Y J1810.6-0749,272.6588,-7.8244,0.1324,0.1074,88.86
FL16Y J1810.6+1744,272.6604,17.7469,0.0176,0.0173,89.43
FL16Y J1810.6-5451,272.664,-54.8556,0.1013,0.0775,-30.41
FL16Y J1810.6+0111,272.6646,1.19,0.1953,0.1279,-54.35
FL16Y J1810.7+5335,272.6801,53.5974,0.0211,0.0208,85.35
FL16Y J1810.8-3055,272.7003,-30.9263,0.102,0.0623,-75.59
FL16Y J1810.9+1608,272.7253,16.147,0.0342,0.0317,74.88
FL16Y J1810.9-1258,272.7433,-12.9749,0.1255,0.1025,-61.63
FL16Y J1811.0-2724,272.7622,-27.4071,0.1036,0.0749,13.19
FL16Y J1811.1-3347,272.7991,-33.7898,0.055,0.0533,45.82
FL16Y J1811.2-1857,272.8018,-18.9529,0.1215,0.0856,26.21
FL16Y J1811.2-2800,272.8123,-28.0033,0.0463,0.0414,10.33
FL16Y J1811.3-2403,272.8305,-24.0662,0.0532,0.0402,-18.91
FL16Y J1811.3+0340,272.8324,3.6819,0.0154,0.0138,18.91
FL16Y J1811.6-1443,272.9146,-14.7178,0.2375,0.1215,63.84
FL16Y J1811.9-2337,272.9801,-23.6311,0.1092,0.0869,36.39
FL16Y J1812.2-4418,273.0698,-44.3151,0.1811,0.121,-7.1
FL16Y J1812.3+4441,273.0945,44.6917,0.0515,0.0455,-74.18
FL16Y J1812.5-0855,273.1335,-8.9308,0.2058,0.1484,75.23
FL16Y J1812.9-0054,273.2276,-0.9002,0.2368,0.1778,-60.3
FL16Y J1812.9-3144,273.2353,-31.7472,0.0358,0.0315,72.27
FL16Y J1813.1-1737e,273.29,-17.62,,,
FL16Y J1813.3-1127,273.3262,-11.4583,0.0889,0.0735,24.42
FL16Y J1813.4-1246,273.3505,-12.7669,0.0112,0.0112,81.54
FL16Y J1813.6+3144,273.4008,31.739,0.0122,0.0121,-33.5
FL16Y J1813.6+0615,273.407,6.25,0.0199,0.0188,-8.23
FL16Y J1813.6-1150,273.4245,-11.8484,0.0714,0.0572,-62.91
FL16Y J1813.7-1537,273.4259,-15.6237,0.07,0.0535,40.76
FL16Y J1813.7-6847,273.4358,-68.7877,0.0558,0.0469,69.5
FL16Y J1813.7+2819,273.4392,28.3198,0.0791,0.0423,72.88
FL16Y J1814.1+3829,273.5315,38.4886,0.0663,0.0499,-8.18
FL16Y J1814.1-3000,273.5338,-30.0051,0.0685,0.0537,15.31
FL16Y J1814.4+4114,273.6109,41.2457,0.1126,0.0839,36.84
FL16Y J1814.4+3134,273.6155,31.5701,0.0405,0.0341,59.65
FL16Y J1814.6-2540,273.6637,-25.6756,0.1042,0.0854,37.1
FL16Y J1814.6-3623,273.6642,-36.3887,0.0667,0.0559,-58.56
FL16Y J1814.6+2430,273.6707,24.5142,0.2188,0.1556,-83.26
FL16Y J1814.7-3420,273.6784,-34.3387,0.0603,0.0573,13.95
FL16Y J1814.9-1029,273.7413,-10.4962,0.2209,0.1112,-66.37
FL16Y J1815.2-2801,273.8038,-28.0295,0.0812,0.0709,79.43
FL16Y J1815.2-2713,273.8078,-27.2298,0.0625,0.0549,-64.56
FL16Y J1815.3-4706,273.8346,-47.1087,0.1787,0.1094,23.05
FL16Y J1815.5+5918,273.8864,59.3079,0.0989,0.087,-89.27
FL16Y J1815.6-1333,273.9045,-13.5585,0.1296,0.0974,50.49
FL16Y J1815.9-1415,273.9906,-14.2573,0.0776,0.0614,65.92
FL16Y J1816.0-3909,274.0229,-39.1574,0.1081,0.093,66.4
FL16Y J1816.1-2857,274.0493,-28.9635,0.1295,0.0945,-31.41
FL16Y J1816.3-6407,274.0815,-64.1245,0.0465,0.0395,-24.79
FL16Y J1816.4-2728,274.1076,-27.479,0.043,0.0372,-2.36
FL16Y J1816.5-1205,274.1465,-12.0927,0.087,0.0682,-3.21
FL16Y J1816.6+4509,274.1549,45.1645,0.0174,0.017,76.73
FL16Y J1816.7+0951,274.1802,9.8574,0.1069,0.087,32.84
FL16Y J1816.7+1751,274.1807,17.8555,0.0463,0.0407,-19.26
FL16Y J1816.9-4943,274.2358,-49.7242,0.0224,0.0208,11.4
FL16Y J1817.0-1629,274.2656,-16.4979,0.3423,0.2459,19.09
FL16Y J1817.1-3035,274.2825,-30.5948,0.0497,0.0414,10.77
FL16Y J1817.1-1741,274.2903,-17.6902,0.0401,0.0366,29.2
