16YName,4FGLName,1FLATName,16Y_ASSOC1,New/confirmed,WHO-1,Second evaluation,WHO-2,comment,nu_syn,nuFnu_syn,1/2FLATra,1/2FLATdec,4LAC_ASSOC1,4FGL_ASSOC1
FL16Y J0604.1-4816,4FGL J0604.1-4816,1FLAT J060408.6-481725,1ES 0602-482,,,,,,16.8,-11.5,91.036,-48.29039,1ES 0602-482,1ES 0602-482
FL16Y J0607.2-2518,4FGL J0607.2-2518,1FLAT J060714.2-251859,1RXS J060714.2-251855,,,,,,17.1,-11.9,91.80917,-25.31662,1RXS J060714.2-251855,1RXS J060714.2-251855
FL16Y J0610.9-4909,4FGL J0610.8-4911,2FLAT J061100.2-491035,1eRASS J061100.0-491035,Confirmed F16Y,P.G.,,,,17.9,-12.1,92.7507,-49.1764,,
FL16Y J0611.2+4324,4FGL J0611.1+4325,1FLAT J061108.5+432430,7C 0607+4324,,,,,,15.8,-12.7,92.78544,43.40844,7C 0607+4324,7C 0607+4324
FL16Y J0611.7-2916,4FGL J0611.5-2918,1FLAT J061141.7-291618,1eRASS J061141.3-291619,,,,,,16.4,-12.5,92.92358,-29.27188,,
FL16Y J0612.3-6639,,2FLAT J061152.6-663802,1eRASS J061152.3-663803,Confirmed F16Y,P.G.,,,,16.0,-12.1,92.96904,-66.63401,,
FL16Y J0613.5+7108,4FGL J0613.6+7108,1FLAT J061343.5+710725,MS 0607.9+7108,,,,,,15.8,-12.1,93.43136,71.12364,MS 0607.9+7108,MS 0607.9+7108
FL16Y J0615.0-1903,4FGL J0615.1-1901,1FLAT J061513.8-190110,,,,,,,17.0,-11.9,93.80744,-19.01955,,
FL16Y J0616.1-1732,4FGL J0616.1-1732,1FLAT J061610.3-173305,1RXS J061609.5-173313,,,,,,17.5,-12.1,94.04287,-17.55153,1RXS J061609.5-173313,1RXS J061609.5-173313
FL16Y J0619.8+5734,4FGL J0620.0+5733,1FLAT J061949.6+573548,1RXS J061949.8+573553,,,,,,17.2,-12.0,94.95656,57.59692,1RXS J061949.8+573553,1RXS J061949.8+573553
FL16Y J0620.7-5033,4FGL J0620.7-5034,1FLAT J062046.1-503350,WISEA J062046.13-503350.9,,,,,,16.1,-12.3,95.19219,-50.56415,,
FL16Y J0621.7-3411,4FGL J0621.7-3411,1FLAT J062149.7-341149,1RXS J062150.0-341140,,,,,,17.8,-11.3,95.45708,-34.19704,1RXS J062150.0-341140,1RXS J062150.0-341140
FL16Y J0622.3-2605,4FGL J0622.3-2605,1FLAT J062222.1-260544,PMN J0622-2605,,,,,,15.8,-11.5,95.59193,-26.09573,PMN J0622-2605,PMN J0622-2605
FL16Y J0623.7-5258,4FGL J0623.9-5259,1FLAT J062337.9-525756,MS 06225-5256,,,,,,15.9,-12.5,95.90775,-52.96556,MS 06225-5256,MS 06225-5256
FL16Y J0624.2-2943,4FGL J0624.2-2943,1FLAT J062422.5-294446,1RXS J062422.3-294449,,,,,,18.1,-12.5,96.09371,-29.74631,1RXS J062422.3-294449,1RXS J062422.3-294449
FL16Y J0624.5-3230,,2FLAT J062445.0-323055,PMN J0624-3231,Confirmed F16Y,P.G.,,,,17.7,-12.1,96.18771,-32.51539,,
FL16Y J0625.6+7029,4FGL J0625.5+7029,1FLAT J062535.6+702940,,,,,,,16.3,-12.7,96.39825,70.49467,,
FL16Y J0626.4-1711,4FGL J0626.4-1712,1FLAT J062626.3-171046,2MASS J06262650-1710467,,,,,,17.1,-12.0,96.6095,-17.17961,2MASS J06262650-1710467,2MASS J06262650-1710467
FL16Y J0626.5-4258,4FGL J0626.4-4259,1FLAT J062636.7-425805,2MASS J06263670-4258059,,,,,,15.8,-12.1,96.65296,-42.96833,2MASS J06263670-4258059,2MASS J06263670-4258059
FL16Y J0627.8-1518,,2FLAT J062753.4-151957,WISEA J062753.37-151957.1,Confirmed F16Y,P.G.,,,,18.0,-11.6,96.97237,-15.33253,,
FL16Y J0630.1-2010,4FGL J0630.1-2010,1FLAT J063015.1-201236,PMN J0630-2009,,,,,,16.7,-12.0,97.56279,-20.21009,,PMN J0630-2009
FL16Y J0630.2+3227,4FGL J0630.2+3228,1FLAT J063010.7+322609,NVSS J063010+322608,,,,,,16.0,-12.0,97.54439,32.4361,NVSS J063010+322608,NVSS J063010+322608
FL16Y J0630.9+5626,4FGL J0631.0+5626,2FLAT J063048.1+562831,,New blazar,P.G.,,,,16.3,-12.5,97.70396,56.47531,,
FL16Y J0644.6+6038,4FGL J0644.6+6039,1FLAT J064436.0+603851,NVSS J064435+603849,,,,,,15.6,-12.2,101.14987,60.64772,NVSS J064435+603849,NVSS J064435+603849
FL16Y J0644.7-2853,4FGL J0644.6-2853,1FLAT J064443.9-285118,NVSS J064443-285116,,,,,,16.1,-12.0,101.18304,-28.85517,NVSS J064443-285116,NVSS J064443-285116
FL16Y J0647.1-5137,4FGL J0647.0-5138,1FLAT J064710.0-513547,1ES 0646-515,,,,,,17.5,-11.3,101.79183,-51.59661,1ES 0646-515,1ES 0646-515
FL16Y J0648.8-6943,4FGL J0648.4-6941,1FLAT J064850.5-694522,1RXS J064850.3-694519,,,,,,16.9,-12.0,102.21038,-69.75628,1RXS J064850.3-694519,1RXS J064850.3-694519
FL16Y J0649.5-3139,4FGL J0649.5-3139,1FLAT J064933.6-313920,NVSS J064933-313917,,,,,,17.1,-11.5,102.39,-31.65564,NVSS J064933-313917,NVSS J064933-313917
FL16Y J0650.8+2503,4FGL J0650.7+2503,1FLAT J065046.8+250300,1ES 0647+250,,,,,,16.5,-10.7,102.6949,25.05,1ES 0647+250,1ES 0647+250
FL16Y J0652.1-4811,4FGL J0652.1-4813,1FLAT J065200.6-480859,1RXS J065201.0-480858,,,,,,16.0,-12.3,103.00237,-48.14981,1RXS J065201.0-480858,1RXS J065201.0-480858
FL16Y J0656.5+4217,4FGL J0656.5+4218,1FLAT J065635.6+421524,WISEA J065635.57+421524.7,,,,,,17.0,-11.9,104.14829,42.25671,,
FL16Y J0659.7-6742,4FGL J0659.6-6742,1FLAT J065932.9-674350,1RXS J065933.5-674356,,,,,,17.2,-11.9,104.88717,-67.73058,1RXS J065933.5-674356,1RXS J065933.5-674356
FL16Y J0700.5-5120,4FGL J0700.2-5118,1FLAT J070033.8-512006,1eRASS J070033.5-512005,,,,,,16.3,-12.1,105.141,-51.3352,,
FL16Y J0701.5+2511,4FGL J0701.5+2511,1FLAT J070132.2+250953,1RXS J070132.1+250950,,,,,,17.8,-11.6,105.38402,25.16489,1RXS J070132.1+250950,1RXS J070132.1+250950
FL16Y J0703.4+6807,4FGL J0703.2+6809,1FLAT J070315.9+680831,GB6 J0703+6808,,,,,,16.0,-12.4,105.81625,68.14199,GB6 J0703+6808,GB6 J0703+6808
FL16Y J0704.3-4828,4FGL J0704.3-4829,1FLAT J070421.8-482646,1eRASS J070421.5-482647,,,,,,16.0,-12.2,106.090723,-48.446357,,
FL16Y J0710.4+5908,4FGL J0710.4+5908,1FLAT J071030.1+590820,1H 0658+595,,,,,,17.5,-11.0,107.62528,59.13899,1H 0658+595,1H 0658+595
FL16Y J0712.4+5720,4FGL J0712.4+5724,1FLAT J071218.9+571948,RX J0712.3+5719,,,,,,18.2,-12.0,108.07877,57.33008,RX J0712.3+5719,RX J0712.3+5719
FL16Y J0712.5+3312,4FGL J0712.5+3311,1FLAT J071223.6+331332,NVSS J071224+330953,,,,,,16.1,-12.5,108.09824,33.2258,NVSS J071224+330953,NVSS J071224+330953
FL16Y J0719.0-7053,4FGL J0719.1-7055,1FLAT J071908.6-705403,1RXS J071910.3-705411,,,,,,16.3,-12.1,109.78586,-70.90097,1RXS J071910.3-705411,1RXS J071910.3-705411
FL16Y J0723.4+5840,4FGL J0723.4+5841,1FLAT J072314.1+584120,RX J0723.2+5841,,,,,,16.9,-12.3,110.80889,58.68901,RX J0723.2+5841,RX J0723.2+5841
FL16Y J0723.8+2051,4FGL J0723.7+2050,1FLAT J072348.3+205130,GB6 J0723+2051,,,,,,16.4,-11.7,110.95142,20.85856,GB6 J0723+2051,GB6 J0723+2051
FL16Y J0726.0+8113,4FGL J0726.1+8114,1FLAT J072526.3+811408,WN B0716.0+8119,,,,,,15.6,-12.3,111.35975,81.235717,WN B0716.0+8119,WN B0716.0+8119
FL16Y J0727.3+3733,4FGL J0727.1+3734,1FLAT J072659.8+373425,SDSS J072659.51+373423.0,,,,,,15.6,-12.3,111.74937,37.57366,SDSS J072659.51+373423.0,SDSS J072659.51+373423.0
FL16Y J0730.5+3308,4FGL J0730.4+3308,1FLAT J073026.0+330722,1RXS J073026.0+330727,,,,,,15.9,-11.6,112.60854,33.12303,1RXS J073026.0+330727,1RXS J073026.0+330727
FL16Y J0730.8-6602,4FGL J0730.7-6602,1FLAT J073049.5-660218,PMN J0730-6602,,,,,,15.7,-11.6,112.70633,-66.03858,PMN J0730-6602,PMN J0730-6602
FL16Y J0731.9+2805,4FGL J0731.9+2805,1FLAT J073152.7+280433,RGB J0731+280,,,,,,16.6,-11.9,112.96967,28.07586,RGB J0731+280,RGB J0731+280
FL16Y J0733.5+3516,4FGL J0733.5+3517,1FLAT J073329.6+351542,RX J0733.4+3515,,,,,,16.3,-11.9,113.37317,35.26189,RX J0733.4+3515,RX J0733.4+3515
FL16Y J0733.5+5153,4FGL J0733.4+5152,1FLAT J073326.8+515355,NVSS J073326+515355,,,,,,17.5,-11.1,113.36163,51.89886,NVSS J073326+515355,NVSS J073326+515355
FL16Y J0739.6-6721,4FGL J0739.8-6722,1FLAT J073927.4-672136,1RXS J073928.1-672147,,,,,,17.0,-12.0,114.86405,-67.36016,1RXS J073928.1-672147,1RXS J073928.1-672147
FL16Y J0744.1-6211,4FGL J0744.1-6211,1FLAT J074419.8-621100,SUMSS J074419-621059,,,,,,16.7,-12.4,116.08254,-62.18344,SUMSS J074419-621059,SUMSS J074419-621059
FL16Y J0744.2+7434,4FGL J0744.1+7434,1FLAT J074405.4+743358,MS 0737.9+7441,,,,,,16.6,-11.4,116.02231,74.56624,MS 0737.9+7441,MS 0737.9+7441
FL16Y J0746.3-0226,4FGL J0746.3-0225,1FLAT J074626.9-022551,2MASS J07462703-0225492,,,,,,15.7,-11.8,116.61214,-2.43095,2MASS J07462703-0225492,2MASS J07462703-0225492
FL16Y J0747.3-4925,4FGL J0747.5-4927,1FLAT J074724.7-492633,2MASS J07472476-4926332,,,,,,15.9,-12.0,116.85308,-49.44253,2MASS J07472476-4926332,2MASS J07472476-4926332
FL16Y J0747.4+0904,4FGL J0747.5+0905,1FLAT J074722.2+090544,RX J0747.3+0905,,,,,,17.3,-11.7,116.84267,9.09581,RX J0747.3+0905,RX J0747.3+0905
FL16Y J0747.6+8512,4FGL J0748.3+8511,1FLAT J074715.6+851207,NVSS J074715+851208,,,,,,17.0,-11.9,116.81504,85.20199,NVSS J074715+851208,NVSS J074715+851208
FL16Y J0751.2-0029,4FGL J0751.2-0029,1FLAT J075119.2-002749,1eRASS J075119.3-002750,,,,,,15.8,-12.3,117.83001,-0.46365,,
FL16Y J0752.5+7120,,2FLAT J075225.3+712049,1RXS J075225.0+71204,Different blazar,P.G.,,,,17.8,-12.2,118.1054,71.3471,,
FL16Y J0759.6+1321,4FGL J0759.6+1321,1FLAT J075936.1+132117,SDSS J075936.13+132117.8,,,,,,16.4,-11.9,119.90058,13.35494,SDSS J075936.13+132117.8,SDSS J075936.13+132117.8
FL16Y J0800.9+0733,4FGL J0800.9+0733,1FLAT J080056.6+073235,WISEA J080056.55+073235.1,,,,,,15.8,-12.5,120.23569,7.54308,,
FL16Y J0801.1+6444,4FGL J0801.1+6444,1FLAT J080101.9+644448,RX J0801.0+6444,,,,,,16.0,-12.1,120.25798,64.74693,RX J0801.0+6444,RX J0801.0+6444
FL16Y J0804.9-0624,4FGL J0804.9-0624,1FLAT J080457.7-062426,1RXS J080458.3-062432,,,,,,16.2,-11.7,121.24058,-6.40725,1RXS J080458.3-062432,1RXS J080458.3-062432
FL16Y J0805.4+7534,4FGL J0805.4+7534,1FLAT J080526.6+753424,RX J0805.4+7534,,,,,,16.6,-11.2,121.36096,75.57361,RX J0805.4+7534,RX J0805.4+7534
FL16Y J0809.7+3455,4FGL J0809.6+3455,1FLAT J080938.9+345536,B2 0806+35,,,,,,16.7,-11.5,122.41202,34.92679,B2 0806+35,B2 0806+35
FL16Y J0809.8-7027,4FGL J0809.9-7028,1FLAT J081012.0-703047,SUMSS J081011-703048,,,,,,16.3,-12.6,122.55017,-70.51308,SUMSS J081011-703048,SUMSS J081011-703048
FL16Y J0809.8+5218,4FGL J0809.8+5218,1FLAT J080949.2+521858,1ES 0806+524,,,,,,15.8,-11.0,122.45496,52.31622,1ES 0806+524,1ES 0806+524
FL16Y J0810.1-0507,4FGL J0810.0-0505,1FLAT J081014.8-050702,1eRASS J081014.3-050704,,,,,,15.7,-12.5,122.56185,-5.11739,,
FL16Y J0812.0+0237,4FGL J0812.0+0237,1FLAT J081201.8+023733,PMN J0811+0237,,,,,,16.8,-11.6,123.00763,2.62603,PMN J0811+0237,PMN J0811+0237
FL16Y J0812.8+6508,4FGL J0812.8+6507,1FLAT J081240.8+650911,GB6 J0812+6508,,,,,,16.4,-12.0,123.16997,65.1531,GB6 J0812+6508,GB6 J0812+6508
FL16Y J0812.9+5554,4FGL J0812.9+5555,1FLAT J081251.7+555422,NVSS J081251+555422,,,,,,15.6,-12.1,123.21521,55.90636,NVSS J081251+555422,NVSS J081251+555422
FL16Y J0813.6-0356,4FGL J0813.7-0356,1FLAT J081338.2-035716,NVSS J081338-035716,,,,,,17.1,-12.0,123.40917,-3.95471,NVSS J081338-035716,NVSS J081338-035716
FL16Y J0814.2+6926,4FGL J0814.4+6926,1FLAT J081406.0+692628,1RXS J081407.6+692549,,,,,,17.8,-12.7,123.52486,69.44126,1RXS J081407.6+692549,1RXS J081407.6+692549
FL16Y J0814.4+2940,4FGL J0814.4+2941,1FLAT J081421.3+294020,RX J0814.4+2941,,,,,,15.6,-12.3,123.58861,29.67249,RX J0814.4+2941,RX J0814.4+2941
FL16Y J0815.6+6552,4FGL J0815.5+6554,1FLAT J081539.8+655004,WISEA J081539.82+655004.6,,,,,,16.3,-12.7,123.91588,65.83458,,
FL16Y J0816.4-1311,4FGL J0816.4-1311,1FLAT J081626.9-131150,PMN J0816-1311,,,,,,16.2,-11.2,124.11219,-13.19746,PMN J0816-1311,PMN J0816-1311
FL16Y J0817.7+3243,4FGL J0817.8+3243,1FLAT J081751.0+324342,RX J0817.9+3243,,,,,,15.6,-12.2,124.46237,32.72839,RX J0817.9+3243,RX J0817.9+3243
FL16Y J0819.3-0756,4FGL J0819.4-0756,1FLAT J081917.6-075626,RX J0819.2-0756,,,,,,17.9,-11.6,124.82325,-7.94056,RX J0819.2-0756,RX J0819.2-0756
FL16Y J0819.6+0531,,2FLAT J081941.8+053023,3HSP J081941.8+053023,Confirmed F16Y,P.G.,,,,16.8,-11.9,124.92433,5.50639,,
FL16Y J0820.5-0318,4FGL J0820.6-0318,1FLAT J082030.8-031413,NVSS J082030-031414,,,,,,17.9,-11.9,125.12846,-3.23717,,NVSS J082030-031414
FL16Y J0820.9+2352,4FGL J0820.9+2353,1FLAT J082051.2+235345,GB6 J0820+2353,,,,,,15.7,-12.1,125.21329,23.89594,GB6 J0820+2353,GB6 J0820+2353
FL16Y J0823.2-6329,4FGL J0823.1-6330,1FLAT J082314.6-632930,1RXS J082316.0-632928,,,,,,16.3,-12.0,125.81079,-63.49172,1RXS J082316.0-632928,1RXS J082316.0-632928
FL16Y J0826.4-6404,4FGL J0826.4-6404,1FLAT J082627.7-640417,SUMSS J082627-640414,,,,,,17.0,-11.3,126.61529,-64.07159,SUMSS J082627-640414,SUMSS J082627-640414
FL16Y J0827.0-0708,4FGL J0827.0-0708,1FLAT J082706.2-070845,PMN J0827-0708,,,,,,16.6,-11.4,126.77567,-7.14608,PMN J0827-0708,PMN J0827-0708
FL16Y J0827.9+2311,4FGL J0828.0+2307,1FLAT J082801.3+231214,NVSS J082801+231215,,,,,,16.0,-12.0,127.00521,23.2039,NVSS J082801+231215,NVSS J082801+231215
FL16Y J0828.2+4152,4FGL J0828.3+4152,1FLAT J082814.3+415353,B3 0824+420,,,,,,18.0,-11.8,127.05945,41.89808,B3 0824+420,B3 0824+420
FL16Y J0829.1+1753,4FGL J0829.0+1755,1FLAT J082904.9+175416,TXS 0826+180,,,,,,16.2,-11.7,127.27028,17.90452,TXS 0826+180,TXS 0826+180
FL16Y J0830.1+5230,4FGL J0830.0+5231,1FLAT J083010.9+523026,RX J0830.1+5230,,,,,,16.3,-12.2,127.54538,52.50734,RX J0830.1+5230,RX J0830.1+5230
FL16Y J0830.2-0945,4FGL J0830.1-0946,1FLAT J083015.0-094501,1RXS J083014.6-094455,,,,,,18.3,-11.7,127.56263,-9.75047,1RXS J083014.6-094455,1RXS J083014.6-094455
FL16Y J0832.9+3301,4FGL J0833.0+3300,1FLAT J083251.5+330011,RX J0832.8+3300,,,,,,17.8,-12.0,128.21442,33.00306,RX J0832.8+3300,RX J0832.8+3300
FL16Y J0835.9-2120,4FGL J0835.9-2120,1FLAT J083553.5-212014,1RXS J083555.4-212013,,,,,,16.0,-12.6,128.97295,-21.33738,1RXS J083555.4-212013,1RXS J083555.4-212013
FL16Y J0836.0-8015,4FGL J0836.0-8015,1FLAT J083549.1-801610,2MASS J08354940-8016114,,,,,,17.7,-12.0,128.95463,-80.26968,2MASS J08354940-8016114,2MASS J08354940-8016114
FL16Y J0837.2+1456,4FGL J0837.3+1458,1FLAT J083724.7+145819,RGB J0837+149,,,,,,18.0,-11.4,129.35296,14.97217,RGB J0837+149,RGB J0837+149
FL16Y J0838.4+4017,4FGL J0838.5+4013,1FLAT J083903.1+401545,,,,,,,15.6,-12.1,129.7628,40.26267,,
FL16Y J0839.8-8341,4FGL J0839.6-8341,2FLAT J083847.6-834344,1eRASS J083846.6-834344,Confirmed F16Y,P.G.,,,,16.7,-12.1,129.69822,-83.72901,,
FL16Y J0842.4+0253,4FGL J0842.5+0251,1FLAT J084225.5+025253,NVSS J084225+025251,,,,,,15.9,-12.3,130.60618,2.88162,NVSS J084225+025251,NVSS J084225+025251
FL16Y J0843.1+5035,4FGL J0843.1+5034,1FLAT J084310.3+503409,WISEA J084310.21+503410.3,,,,,,16.6,-12.4,130.79299,50.56922,WISEA J084310.21+503410.3,WISEA J084310.21+503410.3
FL16Y J0843.4+1104,,2FLAT J084325.6+110159,,New blazar,P.G.,,,,16.1,-12.9,130.85665,11.03325,,
FL16Y J0843.5-8213,,2FLAT J084422.2-821434,1RXS J084413.8-82143,Confirmed F16Y,P.G.,,,,16.4,-12.5,131.09252,-82.24302,,
FL16Y J0843.7-6932,4FGL J0843.7-6933,1FLAT J084343.8-693225,1eRASS J084343.4-693224,,,,,,16.3,-12.3,130.93238,-69.54046,,
FL16Y J0847.0-2337,4FGL J0847.0-2336,1FLAT J084701.6-233703,PMN J0847-2337,,,,,,16.0,-11.3,131.7565,-23.61775,PMN J0847-2337,PMN J0847-2337
FL16Y J0847.2+1134,4FGL J0847.2+1134,1FLAT J084713.0+113350,RX J0847.1+1133,,,,,,17.5,-11.3,131.80397,11.564,RX J0847.1+1133,RX J0847.1+1133
FL16Y J0848.6+0507,4FGL J0848.7+0508,1FLAT J084839.7+050617,SDSS J084839.66+050617.8,,,,,,17.2,-12.3,132.16521,5.10497,SDSS J084839.66+050617.8,SDSS J084839.66+050617.8
FL16Y J0848.7-6941,4FGL J0848.7-6942,1FLAT J084831.7-694105,1RXS J084830.4-694114,,,,,,17.5,-12.5,132.13205,-69.68488,1RXS J084830.4-694114,1RXS J084830.4-694114
FL16Y J0852.6-2514,4FGL J0852.5-2515,1FLAT J085222.3-251626,,,,,,,16.5,-12.0,133.09272,-25.27414,,
FL16Y J0854.1+2753,4FGL J0854.0+2753,1FLAT J085409.8+275423,SDSS J085410.16+275421.7,,,,,,15.9,-12.5,133.54085,27.90641,SDSS J085410.16+275421.7,SDSS J085410.16+275421.7
FL16Y J0854.2+4409,4FGL J0854.3+4408,1FLAT J085409.9+440830,B3 0850+443,,,,,,15.6,-11.8,133.54121,44.14178,B3 0850+443,B3 0850+443
FL16Y J0859.2+0048,4FGL J0859.2+0047,1FLAT J085920.6+004712,RGB J0859+007,,,,,,16.4,-12.3,134.8359,0.78684,RGB J0859+007,RGB J0859+007
FL16Y J0859.8+8344,4FGL J0859.4+8345,1FLAT J085908.8+834456,1RXS J085916.5+834450,,,,,,17.6,-12.2,134.78682,83.74889,1RXS J085916.5+834450,1RXS J085916.5+834450
FL16Y J0901.3-1528,,2FLAT J090051.6-154130,,New blazar,P.G.,,,,15.7,-12.3,135.21521,-15.69192,,
FL16Y J0901.5+6712,4FGL J0901.5+6711,1FLAT J090133.8+671316,3HSP J090133.8+671316,,,,,,16.2,-12.7,135.39096,67.22138,1RXS J090140.8+671158,1RXS J090140.8+671158
FL16Y J0903.5+4056,4FGL J0903.5+4057,1FLAT J090314.7+405559,LEDA 2173127,,,,,,15.9,-12.3,135.81128,40.93329,,
FL16Y J0906.0-1010,4FGL J0906.1-1011,2FLAT J090602.6-100940,,New blazar,P.G.,,,,15.6,-12.4,136.511,-10.1612,,
FL16Y J0906.2-1707,4FGL J0906.2-1707,1FLAT J090621.7-170624,CRATES J0906-1706,,,,,,15.6,-12.2,136.59053,-17.10688,CRATES J0906-1706,CRATES J0906-1706
FL16Y J0907.6-0606,4FGL J0907.6-0606,2FLAT J090738.6-060441,1eRASS J090738.6-060435,Confirmed F16Y,P.G.,,,,17.8,-12.6,136.91073,-6.07814,,
FL16Y J0907.9-1000,4FGL J0907.8-1002,1FLAT J090802.2-095936,TXS 0905-097,,,,,,16.8,-11.8,137.009201,-9.9936,,TXS 0905-097
FL16Y J0908.8-2117,,2FLAT J090858.6-211854,WISEA J090858.66-211854.6,Confirmed F16Y,P.G.,,,,16.1,-12.1,137.24441,-21.31519,,
FL16Y J0909.9+3103,4FGL J0909.7+3104,1FLAT J090953.2+310600,B2 0906+31,,,,,,17.6,-11.7,137.47149,31.10003,B2 0906+31,B2 0906+31
FL16Y J0910.0-1815,4FGL J0910.1-1816,1FLAT J091003.9-181612,WISEA J091003.87-181612.2,,,,,,16.8,-12.4,137.51618,-18.27015,,
FL16Y J0911.2+6101,4FGL J0910.9+6055,1FLAT J091107.3+610215,,,,,,,15.9,-12.8,137.78031,61.03757,,
FL16Y J0912.5+1556,4FGL J0912.5+1556,1FLAT J091230.6+155528,RX J0912.5+1555,,,,,,16.0,-12.0,138.12746,15.9245,RX J0912.5+1555,RX J0912.5+1555
FL16Y J0912.9-2103,4FGL J0912.9-2102,1FLAT J091300.2-210321,MRC 0910-208,,,,,,16.9,-11.1,138.25087,-21.05598,MRC 0910-208,MRC 0910-208
FL16Y J0913.6+8133,4FGL J0913.3+8133,1FLAT J091322.4+813305,1RXS J091324.6+813318,,,,,,18.3,-11.8,138.34321,81.55139,1RXS J091324.6+813318,1RXS J091324.6+813318
FL16Y J0914.1-0158,4FGL J0914.1-0202,1FLAT J091408.3-015945,1RXS J091407.9-015949,,,,,,16.8,-12.1,138.53442,-1.99586,1RXS J091407.9-015949,1RXS J091407.9-015949
FL16Y J0914.6+6845,4FGL J0914.5+6845,1FLAT J091429.7+684508,WISEA J091429.71+684508.7,,,,,,15.6,-12.5,138.62369,68.75235,,
FL16Y J0916.8+5237,4FGL J0916.7+5238,1FLAT J091651.9+523828,RX J0916.8+5238,,,,,,16.2,-11.8,139.2164,52.64121,RX J0916.8+5238,RX J0916.8+5238
FL16Y J0917.2-0342,4FGL J0917.3-0342,1FLAT J091714.6-034314,NVSS J091714-034315,,,,,,17.0,-11.8,139.31082,-3.72068,NVSS J091714-034315,NVSS J091714-034315
FL16Y J0917.4+7754,4FGL J0916.9+7756,1FLAT J091629.8+775529,,,,,,,15.9,-12.9,139.12418,77.92482,,
FL16Y J0919.3-2202,4FGL J0919.3-2202,1FLAT J091926.1-220041,1RXS J091926.5-220052,,,,,,16.0,-12.6,139.85876,-22.01152,1RXS J091926.5-220052,1RXS J091926.5-220052
FL16Y J0920.9-2257,4FGL J0920.9-2256,1FLAT J092057.4-225721,NVSS J092057-225721,,,,,,17.2,-11.7,140.23932,-22.95597,NVSS J092057-225721,NVSS J092057-225721
FL16Y J0921.4+6028,,2FLAT J092133.3+602824,1RXS J092134.5+60281,Confirmed F16Y,P.G.,,,,16.6,-12.2,140.3888,60.4736,,
FL16Y J0924.0+0534,4FGL J0924.0+0534,1FLAT J092401.0+053345,RBS 0771,,,,,,16.9,-11.8,141.00418,5.56265,RBS 0771,RBS 0771
FL16Y J0925.7+5958,4FGL J0925.7+5959,1FLAT J092542.5+595816,NVSS J092542+595812,,,,,,15.8,-12.4,141.42702,59.97137,NVSS J092542+595812,NVSS J092542+595812
FL16Y J0928.0+7444,4FGL J0928.3+7444,1FLAT J092803.1+744721,MS 09229+7459,,,,,,18.0,-12.3,142.01278,74.7892,MS 09229+7459,MS 09229+7459
FL16Y J0928.6+4048,4FGL J0928.5+4048,1FLAT J092837.4+404845,1RXS J092837.8+404858,,,,,,16.1,-12.1,142.15578,40.81269,1RXS J092837.8+404858,1RXS J092837.8+404858
FL16Y J0930.5+4951,4FGL J0930.5+4951,1FLAT J093037.6+495025,1ES 0927+500,,,,,,17.8,-11.5,142.6565,49.84044,1ES 0927+500,1ES 0927+500
FL16Y J0930.9-3030,4FGL J0930.9-3030,1FLAT J093057.9-303118,1eRASS J093058.3-303117,,,,,,15.9,-12.6,142.74106,-30.52179,,
FL16Y J0932.7+1043,4FGL J0932.7+1041,1FLAT J093239.4+104235,NVSS J093239+104231,,,,,,16.5,-12.0,143.16396,10.70975,NVSS J093239+104231,NVSS J093239+104231
FL16Y J0934.5-1720,4FGL J0934.5-1720,1FLAT J093430.2-172120,RXC J0934.4-1721,,,,,,17.3,-11.7,143.62584,-17.3557,RXC J0934.4-1721,RXC J0934.4-1721
FL16Y J0935.2-1736,4FGL J0935.3-1736,1FLAT J093514.9-173656,NVSS J093514-173658,,,,,,17.3,-11.7,143.81192,-17.6158,NVSS J093514-173658,NVSS J093514-173658
FL16Y J0936.4-2110,4FGL J0936.3-2111,1FLAT J093623.1-211039,3HSP J093623.1-211039,,,,,,16.8,-12.4,144.09633,-21.17769,TXS 0933-209,TXS 0933-209
FL16Y J0940.4+6149,4FGL J0940.4+6148,1FLAT J094022.5+614826,RX J0940.3+6148,,,,,,16.1,-11.9,145.09356,61.8073,RX J0940.3+6148,RX J0940.3+6148
FL16Y J0942.6-2027,4FGL J0942.7-2028,1FLAT J094237.8-202713,1RXS J094237.9-202720,,,,,,15.8,-12.0,145.65762,-20.45369,1RXS J094237.9-202720,1RXS J094237.9-202720
FL16Y J0944.9-0446,,2FLAT J094502.0-044833,2WHSPJ094502.0-044833.,Confirmed F16Y,P.G.,,,,17.0,-12.5,146.25843,-4.8094,,
FL16Y J0946.3+0104,4FGL J0946.2+0104,1FLAT J094620.2+010452,1RXS J094620.5+010459,,,,,,17.8,-11.7,146.58424,1.08114,1RXS J094620.5+010459,1RXS J094620.5+010459
FL16Y J0946.5+1051,,2FLAT J094630.7+105202,WISEA J094630.66+105203.0,Confirmed F16Y,P.G.,,,,16.6,-11.9,146.62777,10.8675,,
FL16Y J0947.1-2541,4FGL J0947.1-2541,1FLAT J094709.5-254100,1RXS J094709.2-254056,,,,,,15.7,-11.7,146.78969,-25.68334,1RXS J094709.2-254056,1RXS J094709.2-254056
FL16Y J0947.9+1121,4FGL J0947.9+1121,1FLAT J094745.9+112021,NVSS J094746+112020,,,,,,16.0,-12.4,146.94133,11.33944,NVSS J094746+112020,NVSS J094746+112020
